PGA
r\m,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,7.8,8.0,8.2
0.0,0.41106,0.64076,0.82252,1.1011,1.3605,1.6807,1.8662,2.0635,2.0862,2.1152,2.1284
1.0,0.33982,0.47272,0.70677,0.96836,1.2238,1.5298,1.769,1.9388,1.967,1.9939,2.0066
5.0,0.14061,0.27284,0.41569,0.69798,0.86432,1.1085,1.3722,1.5808,1.6397,1.6727,1.6934
10.0,0.075784,0.14122,0.22759,0.3705,0.55519,0.79051,1.0203,1.2297,1.3249,1.3755,1.4153
15.0,0.03905,0.078984,0.13535,0.23195,0.37009,0.56313,0.76142,0.96783,1.0695,1.1269,1.1772
20.0,0.024354,0.049977,0.089962,0.16917,0.26585,0.41247,0.59103,0.778,0.8793,0.94082,0.99452
25.0,0.017001,0.034497,0.064096,0.12121,0.19892,0.31809,0.46989,0.64069,0.73776,0.80019,0.85994
30.0,0.012358,0.025427,0.048424,0.089529,0.1557,0.25453,0.38537,0.53886,0.63188,0.69257,0.75196
40.0,0.0074624,0.015728,0.030951,0.058781,0.10468,0.17581,0.27683,0.40359,0.48253,0.53587,0.58943
50.0,0.0050129,0.010949,0.021602,0.041926,0.076225,0.13096,0.21192,0.31824,0.38712,0.43501,0.48422
60.0,0.0037811,0.0082801,0.016556,0.032545,0.066099,0.10558,0.17406,0.26669,0.32766,0.3706,0.4152
70.0,0.0029487,0.0064742,0.013246,0.026629,0.049512,0.087916,0.14691,0.22981,0.28505,0.32463,0.36621
80.0,0.0024271,0.0053047,0.011111,0.022342,0.042393,0.076067,0.12891,0.20396,0.25452,0.29105,0.32968
90.0,0.0020407,0.0045575,0.0094797,0.01923,0.03681,0.066861,0.11441,0.18287,0.22946,0.26333,0.29937
100.0,0.0017393,0.0039128,0.0081975,0.016753,0.032372,0.059291,0.10232,0.16521,0.20828,0.24092,0.27466
110.0,0.0015508,0.0034,0.007161,0.014728,0.028599,0.052827,0.091784,0.14915,0.18877,0.21785,0.24903
120.0,0.001314,0.0029894,0.0063203,0.013062,0.025517,0.047376,0.082753,0.13554,0.1721,0.19908,0.22811
130.0,0.0011497,0.0026307,0.0055778,0.012276,0.022769,0.042379,0.074475,0.12299,0.15671,0.1818,0.20894
140.0,9.7156E-4,0.0023282,0.0049527,0.010357,0.020417,0.038167,0.067375,0.1118,0.14302,0.16633,0.19163
150.0,8.4986E-4,0.0020668,0.0044895,0.0092757,0.018395,0.034648,0.061312,0.1018,0.13071,0.15254,0.17636
175.0,6.2112E-4,0.0015703,0.0033931,0.0072253,0.014543,0.027734,0.04954,0.082684,0.10695,0.12544,0.14587
200.0,5.1657E-4,0.001227,0.0026831,0.005778,0.01187,0.022589,0.040863,0.068915,0.089557,0.10531,0.12282
250.0,3.2537E-4,7.9127E-4,0.0017649,0.0038693,0.0080116,0.015724,0.029049,0.050094,0.065804,0.077831,0.091226
300.0,2.1827E-4,5.4079E-4,0.0012267,0.0027339,0.0057651,0.011497,0.021683,0.038044,0.050379,0.059904,0.070641
350.0,1.5185E-4,3.8299E-4,8.8391E-4,0.0020055,0.004302,0.008704,0.016847,0.02969,0.039678,0.047498,0.056277
400.0,1.0866E-4,2.7945E-4,6.5757E-4,0.0015164,0.0033031,0.0068449,0.013317,0.024014,0.031958,0.038464,0.045781
450.0,7.9731E-5,2.0907E-4,5.0331E-4,0.0011783,0.0025982,0.005449,0.010694,0.01921,0.025929,0.03173,0.037304
500.0,5.9611E-5,1.5967E-4,3.925E-4,9.3177E-4,0.0020809,0.0044119,0.0086669,0.015875,0.021691,0.026192,0.031327
600.0,3.5407E-5,9.9925E-5,2.5471E-4,6.1894E-4,0.0014104,0.0030109,0.0060537,0.01119,0.015326,0.018603,0.022421
700.0,2.182E-5,6.3489E-5,1.6728E-4,4.1737E-4,9.7327E-4,0.0021142,0.0042984,0.0081545,0.011263,0.01375,0.01661
800.0,1.4025E-5,4.1921E-5,1.135E-4,2.9046E-4,6.9771E-4,0.0015509,0.0032098,0.005973,0.0087165,0.011175,0.013547
1000.0,6.2807E-6,1.981E-5,5.6977E-5,1.5281E-4,3.7858E-4,8.6999E-4,0.001846,0.0036201,0.005118,0.006293,0.0076455
1200.0,2.9483E-6,9.7396E-6,2.8869E-5,8.4607E-5,2.0584E-4,4.8702E-4,0.0010669,0.0021221,0.0029979,0.0037053,0.004526
1500.0,9.8247E-7,3.4173E-6,1.061E-5,3.1332E-5,8.452E-5,2.1187E-4,4.8318E-4,9.6852E-4,0.0013881,0.0017293,0.0021278
PGV
r\m,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,7.8,8.0,8.2
0.0,5.6515,11.182,20.299,32.02,46.294,65.193,94.291,129.9,153.27,170.18,187.5
1.0,4.314,9.1063,17.345,28.437,42.309,60.733,88.818,123.24,145.28,160.61,175.66
5.0,1.3467,3.4384,8.0572,16.551,29.304,47.061,73.548,106.68,127.32,141.59,155.62
10.0,0.61316,1.5819,3.8956,8.7645,17.83,32.871,56.027,86.008,106.81,121.99,138.11
15.0,0.32798,0.86905,2.2135,5.2342,11.461,23.059,41.829,68.538,88.149,102.77,118.92
20.0,0.20029,0.54791,1.4456,3.538,8.123,17.171,32.632,56.17,74.407,88.424,103.77
25.0,0.13522,0.37978,1.019,2.5505,6.0084,13.118,26.008,47.113,63.857,77.22,92.568
30.0,0.099434,0.28368,0.77261,1.9575,4.679,10.45,21.547,40.219,55.807,68.344,82.958
40.0,0.061438,0.18029,0.50292,1.3069,3.1886,7.2773,15.689,30.967,43.854,54.45,67.013
50.0,0.042321,0.12696,0.36074,0.95545,2.3695,5.492,12.272,25.367,36.394,45.62,56.694
60.0,0.033244,0.10117,0.29098,0.78001,1.9574,4.5923,10.419,21.887,31.799,40.252,50.516
70.0,0.027629,0.084942,0.24619,0.66546,1.6827,3.9913,9.1461,19.585,28.735,36.563,46.135
80.0,0.024205,0.075054,0.21918,0.59624,1.5209,3.6313,8.4349,18.206,26.782,34.166,43.214
90.0,0.021723,0.067841,0.19923,0.54555,1.3988,3.3743,7.8665,17.104,25.197,32.128,40.616
100.0,0.019665,0.061844,0.18264,0.50298,1.3014,3.1555,7.3915,16.153,23.788,30.367,38.435
110.0,0.017967,0.056855,0.16879,0.46892,1.2189,2.9906,7.0341,15.369,22.665,28.958,36.682
120.0,0.016451,0.052554,0.15727,0.43924,1.1541,2.8444,6.6777,14.672,21.663,27.701,35.119
130.0,0.01497,0.048178,0.14511,0.40929,1.0811,2.6663,6.2944,13.918,20.601,26.401,33.545
140.0,0.013595,0.044222,0.13445,0.38156,1.0076,2.4994,5.9324,13.199,19.598,25.158,32.019
150.0,0.012375,0.040533,0.12396,0.35501,0.94217,2.3667,5.6476,12.623,18.801,24.202,30.895
175.0,0.0098661,0.032947,0.10257,0.29826,0.8068,2.0585,4.9642,11.238,16.823,21.693,27.739
200.0,0.008032,0.027268,0.085969,0.25292,0.69397,1.7965,4.3733,10.008,15.036,19.452,24.951
250.0,0.0055309,0.019272,0.062338,0.18658,0.52494,1.3939,3.4524,8.0997,12.534,16.431,21.318
300.0,0.0040246,0.014303,0.047176,0.14378,0.41498,1.1212,2.8626,6.8534,10.599,13.979,18.281
350.0,0.0030164,0.010944,0.036889,0.11635,0.33957,0.93124,2.4153,5.8798,9.1944,12.258,16.202
400.0,0.0022802,0.008592,0.02999,0.096058,0.28462,0.78697,2.0779,5.1156,8.1073,10.868,14.446
450.0,0.0017632,0.00678,0.0242,0.078874,0.23743,0.67098,1.7924,4.4463,7.1161,9.6517,12.98
500.0,0.0013908,0.0054479,0.019818,0.065705,0.20243,0.57876,1.5616,3.9041,6.3413,8.6422,11.677
600.0,9.0571E-4,0.003689,0.013921,0.047839,0.15251,0.44879,1.2318,3.1269,5.1052,6.9803,9.4637
700.0,6.2029E-4,0.0026135,0.010183,0.036117,0.11714,0.34902,0.97565,2.518,4.1882,5.7973,7.958
800.0,4.3767E-4,0.0019035,0.0076453,0.027952,0.093206,0.28444,0.80228,2.086,3.5,4.8729,6.7283
1000.0,2.4189E-4,0.0011008,0.0046322,0.017719,0.061854,0.19611,0.57479,1.5503,2.6791,3.8023,5.3446
1200.0,1.3401E-4,6.3928E-4,0.0028235,0.011331,0.04076,0.13257,0.3995,1.1073,1.946,2.7925,3.9748
1500.0,5.8985E-5,2.9978E-4,0.001412,0.0060551,0.022962,0.078154,0.24577,0.70969,1.2838,1.877,2.7229
SA0P02
r\m,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,7.8,8.0,8.2
0.0,0.73325,0.99632,1.5835,2.0507,2.5024,2.6744,3.3371,3.6284,3.7322,3.7632,3.7555
1.0,0.62904,0.99114,1.4313,1.8909,2.3531,2.5777,3.0672,3.5016,3.5962,3.6227,3.6154
5.0,0.29409,0.46731,0.85841,1.1756,1.7489,2.2084,2.646,2.9431,3.0544,3.0958,3.1107
10.0,0.12704,0.24006,0.45249,0.7439,1.1242,1.4822,1.9995,2.3429,2.4871,2.5542,2.6046
15.0,0.074314,0.13442,0.25835,0.44785,0.73367,1.0411,1.4872,1.8404,2.0097,2.1001,2.1771
20.0,0.045838,0.08487,0.1694,0.2831,0.51166,0.79916,1.1312,1.4572,1.6293,1.7292,1.8166
25.0,0.028768,0.057806,0.11696,0.19943,0.369,0.5944,0.87174,1.1711,1.337,1.4375,1.5327
30.0,0.020754,0.042113,0.085938,0.15928,0.27953,0.45966,0.69219,0.95642,1.1124,1.2111,1.3082
40.0,0.013062,0.026863,0.052311,0.098889,0.17759,0.29979,0.46758,0.67109,0.79605,0.87854,0.96211
50.0,0.008513,0.016851,0.035036,0.06733,0.12297,0.21143,0.33807,0.49932,0.604,0.6761,0.75098
60.0,0.0061142,0.012621,0.026263,0.051019,0.088966,0.16463,0.26663,0.39921,0.48735,0.54928,0.61435
70.0,0.004777,0.010139,0.020384,0.03905,0.074987,0.13271,0.21786,0.3318,0.4097,0.46549,0.52498
80.0,0.0039154,0.0078729,0.016984,0.033638,0.063799,0.11401,0.18903,0.29061,0.36035,0.41078,0.46476
90.0,0.0032554,0.0070222,0.014349,0.028695,0.054881,0.099093,0.16559,0.2569,0.32004,0.36602,0.41543
100.0,0.0027294,0.0059452,0.012275,0.024721,0.047678,0.086827,0.14629,0.22893,0.28646,0.32704,0.3671
110.0,0.0022763,0.0050792,0.010583,0.021422,0.041544,0.076373,0.12968,0.20427,0.25655,0.29501,0.33652
120.0,0.0019806,0.0043674,0.0091746,0.018671,0.036422,0.067438,0.11542,0.18347,0.23131,0.26652,0.30464
130.0,0.0017018,0.0037745,0.0079776,0.016162,0.032008,0.059409,0.10272,0.16513,0.20881,0.24106,0.27606
140.0,0.0015432,0.0032692,0.0069455,0.014337,0.028087,0.052209,0.091225,0.14838,0.18832,0.2179,0.25011
150.0,0.0013403,0.0028329,0.0059525,0.012539,0.024683,0.046153,0.080883,0.13283,0.16937,0.19675,0.22659
175.0,9.6622E-4,0.0020421,0.0044024,0.0092875,0.018546,0.035089,0.06214,0.10301,0.1328,0.15541,0.18038
200.0,6.5482E-4,0.0015247,0.0033321,0.0071411,0.014286,0.027519,0.049302,0.08233,0.1068,0.12563,0.14671
250.0,3.7942E-4,9.1646E-4,0.0020611,0.0045393,0.0093798,0.0182,0.033175,0.056349,0.073699,0.087165,0.10243
300.0,2.3995E-4,5.99E-4,0.0013826,0.0031206,0.0065781,0.012973,0.024036,0.041266,0.054321,0.06449,0.076058
350.0,1.6122E-4,4.1357E-4,9.7699E-4,0.0022551,0.0048387,0.0097014,0.01778,0.031654,0.041853,0.049904,0.059069
400.0,1.1311E-4,2.9754E-4,7.1889E-4,0.0016846,0.0036654,0.007177,0.013836,0.024752,0.033381,0.039882,0.047319
450.0,8.2491E-5,2.2254E-4,5.4813E-4,0.0012968,0.00285,0.0056406,0.010977,0.020427,0.027233,0.032214,0.038402
