PGA
r\m,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,7.8,8.0,8.2
0.0,0.76997,1.0664,1.4568,1.6956,1.887,2.0859,2.2487,2.3966,2.4633,2.5042,2.5422
1.0,0.76997,1.0664,1.4568,1.6956,1.887,2.0859,2.2487,2.3966,2.4633,2.5042,2.5422
5.0,0.76997,1.0664,1.4568,1.6956,1.887,2.0859,2.2487,2.3966,2.4633,2.5042,2.5422
10.0,0.60047,0.62018,0.80979,0.94983,1.07,1.2159,1.4383,1.5652,1.6451,1.7164,1.8072
15.0,0.19125,0.22855,0.3312,0.42373,0.52141,0.64254,0.80959,0.96023,1.0581,1.1337,1.2213
20.0,0.079458,0.11054,0.173,0.23559,0.30886,0.40323,0.53134,0.66966,0.76337,0.834,0.91362
25.0,0.042147,0.064527,0.10649,0.15162,0.208,0.2832,0.38623,0.5085,0.59428,0.65897,0.73145
30.0,0.025883,0.042279,0.072561,0.1069,0.15183,0.21354,0.29941,0.40761,0.48574,0.545,0.61153
40.0,0.012546,0.022284,0.040437,0.062646,0.093617,0.13821,0.20231,0.28935,0.35498,0.40562,0.46293
50.0,0.0073682,0.013805,0.026052,0.041861,0.064911,0.099301,0.15019,0.22265,0.27909,0.32331,0.37388
60.0,0.0048529,0.0094458,0.018365,0.030354,0.048431,0.076169,0.11823,0.18019,0.22968,0.26901,0.31437
70.0,0.0040697,0.0080885,0.015881,0.026462,0.042595,0.067486,0.1053,0.16155,0.207,0.24332,0.28531
80.0,0.0035985,0.0072038,0.014229,0.023845,0.038606,0.061514,0.096489,0.14886,0.1914,0.22549,0.26498
90.0,0.0032284,0.0065011,0.012906,0.021735,0.035368,0.056631,0.089247,0.13834,0.1784,0.2106,0.24795
100.0,0.0029285,0.0059268,0.011818,0.01999,0.032672,0.052542,0.083149,0.12943,0.16733,0.19788,0.23338
110.0,0.0026799,0.0054471,0.010905,0.018516,0.030383,0.049046,0.077912,0.12172,0.15775,0.18683,0.22071
120.0,0.0024678,0.0050347,0.010115,0.017238,0.028389,0.045992,0.073317,0.11493,0.14927,0.17706,0.20946
130.0,0.0021023,0.0043254,0.0087739,0.015104,0.025123,0.041117,0.066225,0.10488,0.13701,0.16315,0.19374
140.0,0.0018059,0.0037494,0.0076751,0.013331,0.022377,0.036952,0.060058,0.09595,0.12603,0.15064,0.17955
150.0,0.0015665,0.0032796,0.0067693,0.011859,0.020073,0.033428,0.054786,0.088252,0.11651,0.13973,0.16712
175.0,0.0011354,0.0024212,0.005093,0.009092,0.015686,0.026619,0.044453,0.072952,0.097408,0.11773,0.1419
200.0,8.5343E-4,0.0018495,0.0039552,0.00718,0.012596,0.021731,0.036898,0.061563,0.083032,0.10102,0.12258
250.0,5.1678E-4,0.0011572,0.0025484,0.0047593,0.0085895,0.015245,0.026609,0.045736,0.062768,0.077233,0.094783
300.0,3.4205E-4,7.8363E-4,0.0017655,0.0033733,0.0062285,0.01131,0.020195,0.035465,0.049321,0.061246,0.07585
350.0,2.387E-4,5.5751E-4,0.0012805,0.0024943,0.0046952,0.0086916,0.015823,0.028327,0.039853,0.049871,0.062242
400.0,1.7316E-4,4.1124E-4,9.6047E-4,0.0019024,0.0036414,0.0068544,0.012688,0.023098,0.032824,0.041351,0.051954
450.0,1.2939E-4,3.1184E-4,7.3914E-4,0.0014858,0.0028861,0.0055133,0.010357,0.019135,0.027433,0.034764,0.043936
500.0,9.8962E-5,2.4168E-4,5.8043E-4,0.0011822,0.002327,0.0045042,0.0085738,0.01605,0.023194,0.029547,0.03754
600.0,6.127E-5,1.5317E-4,3.7648E-4,7.846E-4,0.0015798,0.0031275,0.0060875,0.01165,0.017058,0.02192,0.028093
700.0,3.9917E-5,1.0173E-4,2.5492E-4,5.4161E-4,0.0011118,0.0022439,0.0044526,0.0086871,0.012868,0.016664,0.021522
800.0,2.704E-5,7.0076E-5,1.7856E-4,3.8576E-4,8.0522E-4,0.0016525,0.0033344,0.0066151,0.0098974,0.012903,0.016776
1000.0,1.3485E-5,3.5937E-5,9.4161E-5,2.092E-4,4.4902E-4,9.476E-4,0.0020649,0.0041518,0.0062357,0.0080893,0.010457
1200.0,7.2714E-6,1.9818E-5,5.3124E-5,1.3086E-4,2.8162E-4,5.9547E-4,0.0012372,0.0024871,0.0037414,0.0048909,0.0063713
1500.0,3.4623E-6,9.5522E-6,2.5823E-5,5.893E-5,1.2934E-4,2.7793E-4,5.8486E-4,0.0012042,0.0018377,0.0024252,0.0031893
PGV
r\m,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,7.8,8.0,8.2
0.0,1.5502,4.0363,9.9394,19.979,37.031,65.157,107.75,168.69,214.46,248.97,286.54
1.0,1.5502,4.0363,9.9394,19.979,37.031,65.157,107.75,168.69,214.46,248.97,286.54
5.0,1.5502,4.0363,9.9394,19.979,37.031,65.157,107.75,168.69,214.46,248.97,286.54
10.0,1.3278,2.8508,6.8367,13.903,26.15,47.287,83.727,134.34,174.47,206.8,244.34
15.0,0.57779,1.347,3.511,7.6997,15.624,30.371,57.317,99.041,134.09,163.04,197.31
20.0,0.28057,0.74157,2.0763,4.8377,10.432,21.459,42.484,77.791,108.83,134.98,166.4
25.0,0.16296,0.46992,1.3861,3.3789,7.6254,16.372,33.644,64.351,92.315,116.29,145.47
30.0,0.10658,0.32685,1.0031,2.5331,5.9235,13.154,27.858,55.144,80.704,102.95,130.33
40.0,0.056392,0.18771,0.61019,1.6244,4.0057,9.3609,20.777,43.302,65.33,84.973,109.61
