     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.43, 5.50, 5.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.43, 5.70, 5.71,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.55, 5.90, 5.91,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 10.00,   5.70, 6.10, 6.12,  0.14,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.07,  0.01,     T
 10.00,   5.42, 6.30, 6.31,  0.88,     0,     0,     0,     0,     0,     0,     0,     0,  0.64,  0.22,  0.02,     T
 10.00,   4.10, 6.50, 6.53,  3.17,     0,     0,     0,     0,     0,     0,     0,     0,  2.83,  0.28,  0.03,  0.02
 10.00,   2.92, 6.70, 6.73,  4.04,     0,     0,     0,     0,     0,     0,     0,  3.25,  0.63,  0.10,  0.04,  0.01
 10.00,   2.15, 6.90, 6.96,  7.43,     0,     0,     0,     0,     0,     0,     0,  7.18,  0.13,  0.05,  0.07,     T
 10.00,   2.82, 7.10, 7.19,  2.51,     0,     0,     0,     0,     0,     0,     0,  2.25,  0.02,     T,  0.23,     T
 10.00,  11.15, 7.30, 7.32,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 10.00,   3.29, 7.50, 7.40,  0.82,     0,     0,     0,     0,     0,     0,     0,  0.66,  0.03,  0.01,  0.11,     T
 10.00,   2.16, 7.70, 7.60,  0.19,     0,     0,     0,     0,     0,     0,     0,  0.18,     T,     T,     T,     T
 30.00,  21.73, 6.70, 6.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.72, 6.90, 6.91,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.58, 7.10, 7.16,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.74, 7.50, 7.40,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.83, 7.70, 7.60,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
