     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.74, 5.50, 5.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.85, 5.70, 5.71,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
 10.00,   8.01, 5.90, 5.91,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.02
 10.00,   7.28, 6.10, 6.10,  0.28,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.22,  0.03,  0.02
 10.00,   7.96, 6.30, 6.30,  0.35,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.24,  0.10,  0.01
 10.00,  10.60, 6.50, 6.49,  0.35,     0,     0,     0,     0,     0,     0,     0,     0,  0.15,  0.02,  0.08,  0.10
 10.00,  16.44, 6.70, 6.71,  0.71,     0,     0,     0,     0,     0,     0,     0,     0,  0.06,  0.03,  0.06,  0.56
 10.00,  16.78, 6.90, 6.90,  1.09,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.03,  0.15,  0.86
 10.00,  15.26, 7.10, 7.11,  1.16,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.42,  0.67,  0.07
 10.00,  12.20, 7.30, 7.33,  3.54,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2.74,  0.81,     0
 10.00,  12.05, 7.50, 7.50,  5.73,     0,     0,     0,     0,     0,     0,     0,     0,     0,  4.43,  1.30,     0
 10.00,  13.47, 7.70, 7.72,  5.52,     0,     0,     0,     0,     0,     0,     0,     0,     0,  5.11,  0.41,     0
 10.00,  11.87, 7.90, 7.91,  7.81,     0,     0,     0,     0,     0,     0,     0,     0,     0,  7.81,     0,     0
 10.00,  10.63, 8.10, 8.08,  5.69,     0,     0,     0,     0,     0,     0,     0,     0,  4.78,  0.91,     0,     0
 10.00,  10.56, 8.30, 8.26,  0.44,     0,     0,     0,     0,     0,     0,     0,     0,  0.44,     0,     0,     0
 30.00,  21.53, 6.50, 6.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.53, 6.70, 6.73,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.98, 6.90, 6.91,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  22.40, 7.10, 7.10,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  23.35, 7.30, 7.31,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,  0.02
 30.00,  25.00, 7.50, 7.51,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 30.00,  25.89, 7.70, 7.71,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 50.00,  41.07, 7.70, 7.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
