     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.43, 5.70, 5.73,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.45, 5.90, 5.91,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   5.73, 6.10, 6.13,  0.08,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.02,     T
 10.00,   5.40, 6.30, 6.32,  0.93,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.64,  0.23,  0.01,     T
 10.00,   3.83, 6.50, 6.54,  6.65,     0,     0,     0,     0,     0,     0,  2.72,  2.66,  1.08,  0.11,  0.07,     T
 10.00,   2.74, 6.70, 6.74,  9.82,     0,     0,     0,     0,     0,  0.94,  6.36,  2.03,  0.32,  0.12,  0.05,     T
 10.00,   2.14, 6.90, 6.96, 21.26,     0,     0,     0,     0,     0, 16.92,  3.68,  0.32,  0.07,  0.23,  0.04,     T
 10.00,   3.15, 7.10, 7.19,  8.19,     0,     0,     0,     0,     0,  7.02,  0.05,  0.03,  0.02,  1.02,  0.04,     T
 10.00,  11.14, 7.30, 7.32,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,     0,     0
 10.00,   3.73, 7.50, 7.40,  2.87,     0,     0,     0,     0,     0,  2.18,  0.09,  0.06,  0.05,  0.49,     T,     0
 10.00,   2.22, 7.70, 7.60,  0.66,     0,     0,     0,     0,     0,  0.61,  0.02,  0.01,     T,     T,     T,     0
 30.00,  20.87, 6.70, 6.77,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.07, 6.90, 6.93,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  24.57, 7.10, 7.13,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  27.72, 7.30, 7.29,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  28.69, 7.50, 7.48,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.04
 30.00,  26.44, 7.70, 7.60,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 50.00,  42.38, 7.70, 7.60,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
