name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Los Angeles CA,-118.25000,34.05000,1.68614145e-04,3.86877420e-05,4.48585040e-06,9.20676146e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco CA,-122.40000,37.75000,7.07884940e-04,6.22955124e-04,5.48709893e-04,4.89861923e-04,4.26494989e-04,3.41472291e-04,2.25225924e-04,1.08494521e-04,3.45060741e-05,6.49736139e-06,3.65504551e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle WA,-122.30000,47.60000,9.14276614e-04,9.06218223e-04,8.89425403e-04,8.67538971e-04,8.37909055e-04,7.98324052e-04,7.40792589e-04,6.44650758e-04,4.85796676e-04,2.84166618e-04,1.16031056e-04,3.02605856e-05,4.28535732e-06,3.75848763e-08,0.0,0.0,0.0,0.0,0.0,0.0
Salt Lake City UT,-111.90000,40.75000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
