name,                  lon,    lat
Fresno CA,         -119.75,  36.75
Los Angeles CA,    -118.25,  34.05
Oakland CA,        -122.25,  37.80
San Francisco CA,  -122.40,  37.75
San Jose CA,       -121.90,  37.35
Santa Rosa CA,     -122.70,  38.45
Vallejo CA,        -122.25,  38.10
Las Vegas NV,      -115.15,  36.20
Reno NV,           -119.80,  39.55
Eugene OR,         -123.10,  44.05
Salt Lake City UT, -111.90,  40.75
Tacoma WA,         -122.45,  47.25
Jackson WY,        -110.75,  43.50
