name,lon,lat,0.001,0.01,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.7,0.8,0.9,1.0
PEER S1-Area-Site1,-122.00000,38.00000,3.86660214e-02,2.24509600e-02,3.88593863e-03,1.32450609e-03,6.15585357e-04,3.27175448e-04,1.88221506e-04,1.14352901e-04,7.23860937e-05,4.73421779e-05,3.18089378e-05,2.18657581e-05,1.53297543e-05,1.09344144e-05,5.81447015e-06,3.24851521e-06,1.89064489e-06,1.13902734e-06
PEER S1-Area-Site2,-122.00000,37.55000,3.83248577e-02,1.87910135e-02,3.74886831e-03,1.31111072e-03,6.10853604e-04,3.23954515e-04,1.85414210e-04,1.11770205e-04,7.00273820e-05,4.52319126e-05,2.99583342e-05,2.02690046e-05,1.39688995e-05,9.78499560e-06,5.00830572e-06,2.68943213e-06,1.50390548e-06,8.70817980e-07
PEER S1-Area-Site3,-122.00000,37.09900,3.66155372e-02,1.05880112e-02,1.63048785e-03,5.52639676e-04,2.62354244e-04,1.44778301e-04,8.71161892e-05,5.54791179e-05,3.67893930e-05,2.51534863e-05,1.76186636e-05,1.25874001e-05,9.14361237e-06,6.73753877e-06,3.79252039e-06,2.22193394e-06,1.34563316e-06,8.38281066e-07
PEER S1-Area-Site4,-122.00000,36.87400,3.49280746e-02,6.63654250e-03,3.93618578e-04,5.51919899e-05,1.29737904e-05,3.95372952e-06,1.41378517e-06,5.64848762e-07,2.45293415e-07,1.13807950e-07,5.57615903e-08,2.86109667e-08,1.52762643e-08,8.44578152e-09,2.82288415e-09,1.04262221e-09,4.18194923e-10,1.79796400e-10
