     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   8.10, 5.50, 5.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.92, 5.70, 5.72,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 10.00,   8.06, 5.90, 5.91,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.02
 10.00,   7.42, 6.10, 6.10,  0.26,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.20,  0.04,  0.02
 10.00,   8.21, 6.30, 6.30,  0.37,     0,     0,     0,     0,     0,     0,     0,     0,  0.06,  0.18,  0.11,  0.02
 10.00,  11.42, 6.50, 6.50,  0.43,     0,     0,     0,     0,     0,     0,     0,     0,  0.16,  0.10,  0.02,  0.15
 10.00,  16.42, 6.70, 6.71,  0.82,     0,     0,     0,     0,     0,     0,     0,     0,  0.07,  0.04,  0.07,  0.65
 10.00,  16.50, 6.90, 6.90,  0.98,     0,     0,     0,     0,     0,     0,     0,     0,  0.06,  0.03,  0.13,  0.76
 10.00,  14.78, 7.10, 7.11,  0.83,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.36,  0.42
 10.00,  11.86, 7.30, 7.33,  2.33,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.90,  0.25,  0.18
 10.00,  11.71, 7.50, 7.50,  3.30,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2.71,  0.57,  0.01
 10.00,  13.03, 7.70, 7.71,  2.50,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.34,  1.17,     T
 10.00,  11.57, 7.90, 7.91,  3.42,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2.76,  0.66,     0
 10.00,  10.61, 8.10, 8.08,  2.41,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2.39,  0.02,     0
 10.00,  10.56, 8.30, 8.26,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.17,     0,     0
 30.00,  21.21, 6.50, 6.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.80, 6.70, 6.73,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.84, 6.90, 6.90,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  21.77, 7.10, 7.09,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.03, 7.30, 7.31,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01
 30.00,  22.86, 7.50, 7.51,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  23.16, 7.70, 7.71,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
