     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 50.00,  51.39, 6.50, 6.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  53.21, 6.70, 6.72,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.13,  0.05
 50.00,  53.53, 6.90, 6.92,  0.78,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.63,  0.16,     0
 50.00,  53.94, 7.10, 7.11,  2.25,     0,     0,     0,     0,     0,     0,     0,     0,  1.82,  0.43,     0,     0
 70.00,  62.84, 6.70, 6.75,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01
 70.00,  65.32, 6.90, 6.92,  0.25,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.19,  0.06
 70.00,  66.95, 7.10, 7.12,  1.06,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.74,  0.31,     0
 90.00,  81.60, 6.90, 6.95,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  85.71, 7.10, 7.12,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.06,  0.06
110.00, 101.82, 7.10, 7.15,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
