     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 90.00,  91.05, 7.90, 8.00,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  90.98, 8.10, 8.16,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,     T
 90.00,  90.91, 8.30, 8.30,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     0
 90.00,  90.71, 8.50, 8.45,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.07,     0
 90.00,  90.66, 8.70, 8.65,  0.09,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.09,     T,     0
 90.00,  90.48, 8.90, 8.96,  0.68,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.68,     0,     0
 90.00,  90.48, 9.10, 9.20,  0.25,     0,     0,     0,     0,     0,     0,     0,     0,  0.25,     0,     0,     0
110.00, 114.06, 7.90, 8.00,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
110.00, 114.65, 8.10, 8.16,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
110.00, 114.82, 8.30, 8.30,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
110.00, 114.98, 8.50, 8.46,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.07,     0
110.00, 115.01, 8.70, 8.66,  0.12,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.12,     0
110.00, 115.12, 8.90, 8.96,  1.00,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.82,  0.18,     0
110.00, 115.12, 9.10, 9.20,  0.40,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.40,     0,     0
130.00, 122.24, 7.90, 8.00,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
130.00, 129.75, 8.10, 8.18,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
130.00, 132.03, 8.30, 8.30,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
130.00, 133.50, 8.50, 8.46,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
130.00, 133.71, 8.70, 8.66,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.04,     0
130.00, 136.02, 8.90, 8.97,  0.25,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.25,     0
130.00, 136.02, 9.10, 9.20,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.11,     0,     0
150.00, 142.01, 8.10, 8.20,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
150.00, 144.85, 8.30, 8.30,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
150.00, 147.41, 8.50, 8.46,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
150.00, 147.99, 8.70, 8.66,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
170.00, 166.53, 8.50, 8.48,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
170.00, 168.59, 8.70, 8.66,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
190.00, 183.52, 8.50, 8.50,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
190.00, 185.66, 8.70, 8.67,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
190.00, 184.22, 8.90, 8.97,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,     T
190.00, 184.22, 9.10, 9.20,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     0
210.00, 204.45, 8.70, 8.70,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
