     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.91, 5.10, 5.10,  0.45,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.42,  0.03
 10.00,   8.38, 5.30, 5.30,  0.57,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.14,  0.34,  0.10
 10.00,   8.71, 5.50, 5.50,  0.63,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.38,  0.15,  0.10
 10.00,   9.01, 5.70, 5.70,  0.64,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.47,  0.14,  0.03
 10.00,   9.37, 5.90, 5.90,  0.63,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.43,  0.19,     T
 10.00,   8.80, 6.10, 6.10,  1.19,     0,     0,     0,     0,     0,     0,     0,     0,  0.61,  0.46,  0.05,  0.06
 10.00,   9.50, 6.30, 6.30,  1.18,     0,     0,     0,     0,     0,     0,     0,     0,  0.58,  0.41,  0.15,  0.04
 10.00,  11.89, 6.50, 6.49,  0.99,     0,     0,     0,     0,     0,     0,     0,  0.07,  0.50,  0.01,  0.13,  0.28
 10.00,  15.64, 6.70, 6.70,  0.93,     0,     0,     0,     0,     0,     0,     0,  0.11,  0.07,  0.04,  0.07,  0.66
 10.00,  16.07, 6.90, 6.90,  1.24,     0,     0,     0,     0,     0,     0,     0,  0.08,  0.06,  0.17,  0.15,  0.77
 10.00,  14.57, 7.10, 7.11,  1.35,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.66,  0.55,  0.14
 10.00,  11.75, 7.30, 7.33,  5.15,     0,     0,     0,     0,     0,     0,     0,     0,     0,  4.30,  0.84,     T
 10.00,  11.71, 7.50, 7.50,  8.69,     0,     0,     0,     0,     0,     0,     0,     0,  3.24,  4.30,  1.15,     0
 10.00,  13.13, 7.70, 7.71,  7.81,     0,     0,     0,     0,     0,     0,     0,     0,  4.03,  3.78,     T,     0
 10.00,  11.68, 7.90, 7.91, 11.85,     0,     0,     0,     0,     0,     0,     0,     0,  9.32,  2.52,     0,     0
 10.00,  10.62, 8.10, 8.08,  8.94,     0,     0,     0,     0,     0,     0,     0,     0,  8.84,  0.11,     0,     0
 10.00,  10.56, 8.30, 8.26,  0.69,     0,     0,     0,     0,     0,     0,     0,     0,  0.69,     0,     0,     0
 30.00,  21.59, 6.30, 6.33,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.91, 6.50, 6.47,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.46, 6.70, 6.72,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.42, 6.90, 6.91,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 30.00,  21.31, 7.10, 7.10,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.02, 7.30, 7.32,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  23.34, 7.50, 7.51,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 30.00,  24.29, 7.70, 7.72,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
