lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
-123.00000,37.00000,3.26489730e-01,2.27135222e-01,1.51414090e-01,1.02747281e-01,6.55291729e-02,3.82403937e-02,2.00764339e-02,9.48134141e-03,3.96260210e-03,1.41308566e-03,4.10900380e-04,9.00251701e-05,1.25673491e-05,1.00364759e-06,1.53173021e-07,2.22733409e-08,2.62592415e-09,2.76776299e-10,1.08966919e-11,0.0
-122.80000,37.00000,3.61829022e-01,2.57120170e-01,1.74166818e-01,1.19547194e-01,7.72383721e-02,4.58872723e-02,2.47173903e-02,1.21168655e-02,5.34540635e-03,2.04951241e-03,6.52907614e-04,1.62098367e-04,2.77655382e-05,2.94154213e-06,3.96327487e-07,5.79076799e-08,6.84952671e-09,7.22274621e-10,2.84359753e-11,0.0
-122.60000,37.00000,3.92198281e-01,2.84596801e-01,1.96149391e-01,1.36536197e-01,8.97267317e-02,5.45882498e-02,3.04296522e-02,1.56932646e-02,7.47171589e-03,3.18728152e-03,1.16246462e-03,3.42167429e-04,7.45919974e-05,1.03464705e-05,1.05633228e-06,1.36629116e-07,1.62179491e-08,1.71105985e-09,6.73644819e-11,0.0
-122.40000,37.00000,4.61997513e-01,3.42812154e-01,2.39449553e-01,1.68255959e-01,1.11989669e-01,6.94191867e-02,3.97311447e-02,2.13595902e-02,1.10025019e-02,5.41043264e-03,2.44447884e-03,9.55227179e-04,3.01814264e-04,7.10066373e-05,1.11391721e-05,9.27487469e-07,3.47382214e-08,3.57544810e-09,1.40765508e-10,0.0
-122.20000,37.00000,4.89919790e-01,3.72553829e-01,2.66607718e-01,1.91026459e-01,1.29676974e-01,8.21884996e-02,4.82933986e-02,2.68573364e-02,1.46705973e-02,8.13734996e-03,4.57997681e-03,2.50928748e-03,1.25271901e-03,5.30251077e-04,1.80798895e-04,4.63366887e-05,7.57403812e-06,5.74843112e-07,1.68727158e-10,0.0
-122.00000,37.00000,5.15615005e-01,4.01716566e-01,2.95173438e-01,2.16327190e-01,1.50165928e-01,9.73087701e-02,5.83278397e-02,3.27493066e-02,1.76307129e-02,9.25877655e-03,4.63857038e-03,2.08232824e-03,7.79384899e-04,2.25081456e-04,4.56280674e-05,5.21473855e-06,2.22783198e-07,5.18570064e-09,1.90931064e-10,0.0
-121.80000,37.00000,5.36489240e-01,4.26357785e-01,3.21116205e-01,2.41405068e-01,1.72732191e-01,1.15843586e-01,7.17928504e-02,4.11900103e-02,2.22724620e-02,1.19394079e-02,6.78762052e-03,4.06988704e-03,2.32675183e-03,1.13078553e-03,4.35741774e-04,1.24500811e-04,2.33468672e-05,2.13663513e-06,1.20561659e-08,0.0
-121.60000,37.00000,5.50980737e-01,4.42641781e-01,3.38124950e-01,2.58606900e-01,1.90445369e-01,1.34181543e-01,8.96672263e-02,5.65967019e-02,3.35272669e-02,1.85023481e-02,9.38173576e-03,4.25432756e-03,1.66414637e-03,5.33361565e-04,1.32393265e-04,2.30721123e-05,2.20819297e-06,4.57906672e-08,3.38596164e-10,0.0
-121.40000,37.00000,5.54634906e-01,4.44813597e-01,3.38870194e-01,2.58071735e-01,1.89204457e-01,1.33596976e-01,9.12052521e-02,6.05592602e-02,3.85826651e-02,2.27262577e-02,1.17630475e-02,5.08728983e-03,1.75203686e-03,4.50306274e-04,7.70210171e-05,6.26793716e-06,1.72149410e-07,0.0,0.0,0.0
-121.20000,37.00000,5.60063488e-01,4.43283706e-01,3.31429607e-01,2.46367018e-01,1.73824970e-01,1.15036202e-01,7.04389771e-02,3.97189030e-02,2.05201851e-02,9.61792220e-03,4.00304160e-03,1.42850346e-03,4.15500496e-04,9.10686190e-05,1.29014680e-05,1.03577595e-06,6.75359092e-08,5.43572502e-09,2.14004671e-10,0.0
-121.00000,37.00000,5.67820536e-01,4.38950062e-01,3.18080467e-01,2.28063261e-01,1.53458048e-01,9.57960846e-02,5.50065200e-02,2.92511587e-02,1.46577688e-02,7.15531030e-03,3.49540462e-03,1.66478958e-03,7.16375359e-04,2.53964225e-04,6.89462826e-05,1.25042176e-05,1.04437075e-06,1.25969499e-08,1.37608736e-10,0.0
-123.00000,37.20000,3.37342210e-01,2.37862649e-01,1.61400005e-01,1.11779848e-01,7.31348225e-02,4.39381795e-02,2.37904570e-02,1.16282547e-02,5.08280719e-03,1.92436237e-03,6.03741374e-04,1.47256492e-04,2.39418426e-05,2.13951496e-06,2.56654728e-07,3.75402906e-08,4.44522724e-09,4.68868981e-10,1.84593871e-11,0.0
-122.80000,37.20000,3.68277629e-01,2.64455451e-01,1.81874185e-01,1.27330591e-01,8.45718705e-02,5.19901195e-02,2.90929092e-02,1.48870041e-02,6.93962631e-03,2.86240113e-03,9.97111852e-04,2.76733166e-04,5.49480710e-05,6.19117640e-06,5.89805209e-07,8.29986009e-08,9.84319955e-09,1.03844633e-09,4.08836659e-11,0.0
-122.60000,37.20000,3.97722291e-01,2.91820139e-01,2.04298827e-01,1.45035830e-01,9.79741867e-02,6.17028085e-02,3.57589225e-02,1.92783640e-02,9.75780616e-03,4.55512125e-03,1.87135953e-03,6.36916661e-04,1.66526652e-04,2.91226517e-05,2.85395764e-06,1.79027705e-07,2.05484349e-08,2.16849792e-09,8.53738338e-11,0.0
-122.40000,37.20000,4.26800088e-01,3.20139866e-01,2.28511466e-01,1.64665421e-01,1.13155357e-01,7.29777519e-02,4.37256778e-02,2.47440115e-02,1.36672454e-02,7.56798148e-03,4.16652327e-03,2.17171882e-03,1.00034607e-03,3.81233760e-04,1.14530321e-04,2.49706578e-05,3.21289467e-06,1.54936218e-07,1.09218558e-10,0.0
-122.20000,37.20000,4.89797778e-01,3.73506316e-01,2.69482639e-01,1.95885303e-01,1.36287128e-01,8.95624611e-02,5.49925813e-02,3.18800866e-02,1.79119853e-02,9.98136557e-03,5.41718037e-03,2.68544938e-03,1.12358614e-03,3.68951210e-04,8.89475469e-05,1.31336288e-05,7.91684725e-07,7.12444887e-09,2.78165077e-10,0.0
-122.00000,37.20000,5.12249770e-01,3.97827703e-01,2.92540984e-01,2.15957337e-01,1.52675406e-01,1.02419346e-01,6.46299880e-02,3.84516387e-02,2.18962234e-02,1.25093169e-02,7.60077239e-03,4.85198732e-03,2.94581837e-03,1.52538387e-03,6.30322869e-04,1.95826545e-04,4.18520700e-05,4.85125603e-06,1.34039047e-07,0.0
-121.80000,37.20000,5.26865722e-01,4.14018672e-01,3.08728179e-01,2.30926566e-01,1.65635225e-01,1.13222920e-01,7.36745692e-02,4.58026677e-02,2.68363960e-02,1.44149542e-02,6.89822972e-03,2.85723367e-03,9.86500595e-04,2.69744220e-04,5.53932904e-05,6.94698203e-06,3.42185337e-07,1.25323570e-08,4.93399304e-10,0.0
-121.60000,37.20000,5.40754364e-01,4.26812801e-01,3.20016153e-01,2.40816170e-01,1.73978037e-01,1.19679780e-01,7.83484871e-02,4.98317802e-02,3.15996843e-02,2.01570042e-02,1.25060146e-02,7.02766228e-03,3.32113339e-03,1.24343694e-03,3.51821546e-04,6.63937137e-05,6.17443451e-06,1.91156446e-07,0.0,0.0
-121.40000,37.20000,5.50343268e-01,4.31560753e-01,3.20859536e-01,2.39293845e-01,1.71024380e-01,1.15801648e-01,7.33234528e-02,4.30579522e-02,2.29599609e-02,1.07202002e-02,4.20364280e-03,1.33150368e-03,3.22052612e-04,5.41463912e-05,6.63269264e-06,7.97555988e-07,9.91470156e-08,1.06109377e-08,4.17752964e-10,0.0
