     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 90.00,  90.76, 7.90, 8.00,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  90.87, 8.10, 8.16,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  90.85, 8.30, 8.30,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  90.69, 8.50, 8.45,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 90.00,  90.65, 8.70, 8.65,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     T
 90.00,  90.48, 8.90, 8.96,  0.16,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.16,     0
 90.00,  90.48, 9.10, 9.20,  0.06,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.06,     0
110.00, 102.41, 8.10, 8.18,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
110.00, 110.29, 8.30, 8.30,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
110.00, 114.68, 8.50, 8.47,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
110.00, 114.89, 8.70, 8.66,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
110.00, 115.12, 8.90, 8.97,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.14,  0.03
110.00, 115.12, 9.10, 9.20,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.07,     0
130.00, 123.39, 8.50, 8.49,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
130.00, 131.08, 8.70, 8.68,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
130.00, 136.02, 8.90, 8.98,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
130.00, 136.02, 9.10, 9.20,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01
150.00, 141.28, 8.70, 8.70,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
190.00, 184.22, 9.10, 9.20,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
