     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.43, 5.10, 5.15,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.44, 5.30, 5.32,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   7.50, 5.50, 5.51,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,     T
 10.00,   7.74, 5.70, 5.70,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     T
 10.00,   8.03, 5.90, 5.90,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     T
 10.00,   5.99, 6.10, 6.12,  0.15,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.11,  0.02,     T
 10.00,   5.43, 6.30, 6.32,  1.30,     0,     0,     0,     0,     0,     0,     0,  0.22,  0.96,  0.09,  0.02,     T
 10.00,   3.88, 6.50, 6.54,  7.12,     0,     0,     0,     0,     0,     0,  2.77,  3.35,  0.83,  0.11,  0.05,     T
 10.00,   2.72, 6.70, 6.74,  9.14,     0,     0,     0,     0,     0,     0,  6.73,  1.89,  0.38,  0.09,  0.04,     T
 10.00,   2.08, 6.90, 6.96, 17.81,     0,     0,     0,     0,     0,     0, 17.33,  0.26,  0.12,     T,  0.10,     T
 10.00,   2.42, 7.10, 7.19,  5.79,     0,     0,     0,     0,     0,     0,  5.44,  0.02,  0.02,     T,  0.29,     T
 10.00,  11.14, 7.30, 7.32,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 10.00,   2.65, 7.50, 7.40,  1.77,     0,     0,     0,     0,     0,     0,  1.57,  0.04,  0.03,  0.02,  0.11,     T
 10.00,   2.07, 7.70, 7.60,  0.43,     0,     0,     0,     0,     0,     0,  0.41,     T,     T,     T,     T,     T
 30.00,  20.40, 7.70, 7.60,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
