name,lon,lat,0.005,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
San Fancisco,-122.40000,37.75000,2.84874231e-03,2.84874227e-03,2.84873977e-03,2.84865318e-03,2.84696067e-03,2.82809782e-03,2.71213463e-03,2.31479724e-03,1.54758628e-03,7.13730312e-04,2.06096506e-04,3.29257221e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
