     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 50.00,  53.31, 5.10, 5.11,  0.21,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.21
 50.00,  53.91, 5.30, 5.31,  0.37,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.36
 50.00,  54.17, 5.50, 5.50,  0.54,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.23,  0.31
 50.00,  54.31, 5.70, 5.70,  0.70,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.58,  0.12
 50.00,  54.41, 5.90, 5.90,  0.87,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.87,     0
 50.00,  54.02, 6.10, 6.10,  1.25,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.25,     0
 50.00,  54.18, 6.30, 6.30,  1.56,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.62,  0.94,     0
 50.00,  54.09, 6.50, 6.50,  1.84,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.42,  0.42,     0
 50.00,  54.13, 6.70, 6.70,  2.20,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2.20,     0,     0
 50.00,  53.95, 6.90, 6.90,  2.50,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2.50,     0,     0
 50.00,  54.18, 7.10, 7.10,  2.98,     0,     0,     0,     0,     0,     0,     0,     0,  0.12,  2.87,     0,     0
 70.00,  60.39, 5.10, 5.15,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 70.00,  61.80, 5.30, 5.32,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.04
 70.00,  63.39, 5.50, 5.51,  0.14,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.14
 70.00,  64.86, 5.70, 5.71,  0.30,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.30
 70.00,  66.29, 5.90, 5.91,  0.50,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.12,  0.38
 70.00,  66.67, 6.10, 6.10,  0.80,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.46,  0.33
 70.00,  67.26, 6.30, 6.30,  1.00,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.81,  0.19
 70.00,  67.79, 6.50, 6.50,  1.32,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.23,  0.10
 70.00,  68.15, 6.70, 6.70,  1.58,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.22,  1.36,     0
 70.00,  67.79, 6.90, 6.90,  1.95,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.96,  0.98,     0
 70.00,  68.06, 7.10, 7.10,  2.18,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.54,  0.64,     0
 90.00,  80.82, 5.90, 5.95,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  82.52, 6.10, 6.12,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05
 90.00,  83.81, 6.30, 6.31,  0.14,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.14
 90.00,  86.29, 6.50, 6.50,  0.22,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.22
 90.00,  87.40, 6.70, 6.70,  0.35,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.11,  0.24
 90.00,  87.43, 6.90, 6.90,  0.49,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.34,  0.15
 90.00,  87.60, 7.10, 7.10,  0.63,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.58,  0.05
110.00, 100.76, 6.50, 6.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
110.00, 103.49, 6.70, 6.72,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
110.00, 105.07, 6.90, 6.91,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.07
110.00, 106.76, 7.10, 7.10,  0.12,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.12
130.00, 122.71, 7.10, 7.13,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
